id,orden,año,fecha,Cargo,Nombre,fn,edad,Partido,Partido,Estado,fecha_endoso,link,
200,7,2020,,Diputado,Ramón Galleguillos Castillo,26/07/1953,67,Renovación Nacional,RN,sin info,,,
201,7,2020,,Diputado,René Manuel García Garcia,24/05/1950,70,Renovación Nacional,RN,sin info,,,
202,7,2020,,Diputado,Carlos Ignacio Kuschel Silva,16/03/1953,67,Renovación Nacional,RN,sin info,,,
203,7,2020,19/08/2020,Diputado,Aracely Leuquén Uribe,24/11/1980,40,Renovación Nacional,RN,Rechazo,09/01/2020,La Tercera,
204,7,2020,19/08/2020,Diputado,Karin Luck Urban,19/07/1971,49,Renovación Nacional,RN,Rechazo,31/01/2020,CNN,
205,7,2020,19/08/2020,Diputado,Miguel Mellado Suazo,29/12/1958,62,Renovación Nacional,RN,Rechazo,09/01/2020,La Tercera,
206,7,2020,19/08/2020,Diputado,Erika Olivera de la Fuente,04/01/1976,44,Renovación Nacional,RN,Apruebo,01/03/2020,La Tercera,
207,7,2020,19/08/2020,Diputado,Luis Pardo Sáinz,13/12/1960,60,Renovación Nacional,RN,Rechazo,31/01/2020,CNN,
208,7,2020,19/08/2020,Diputado,Diego Paulsen Kehr,01/08/1987,33,Renovación Nacional,RN,Rechazo,09/01/2020,La Tercera,
209,7,2020,,Diputado,Paulina Núñez Urrutia,30/12/1982,38,Renovación Nacional,RN,sin info,,,
210,7,2020,,Diputado,Leopoldo Pérez Lahsen,28/03/1957,63,Renovación Nacional,RN,sin info,,,
211,7,2020,,Diputado,Pablo Prieto Lorca,04/05/1959,61,Renovación Nacional,RN,sin info,,,
212,7,2020,19/08/2020,Diputado,Jorge Rathgeb Schifferli,28/12/1967,53,Renovación Nacional,RN,Rechazo,31/01/2020,CNN,
213,7,2020,19/08/2020,Diputado,Hugo Rey Martínez,06/12/1973,47,Renovación Nacional,RN,Apruebo,14/03/2020,Bío Bío,
214,7,2020,26/08/2020,Diputado,Leonidas Romero Saéz,15/10/1955,65,Renovación Nacional,RN,Rechazo,,Instagram,
215,7,2020,,Diputado,Alejandro Santana Tirachini,18/07/1965,55,Renovación Nacional,RN,sin info,,,
216,7,2020,,Diputado,Frank Sauerbaum Muñoz,21/11/1972,48,Renovación Nacional,RN,sin info,,,
217,7,2020,18/08/2020,Diputado,Diego Schalper Sepúlveda,14/03/1985,35,Renovación Nacional,RN,Rechazo,,Instagram,
218,7,2020,19/08/2020,Diputado,Sebastián Torrealba Alvarado,06/02/1981,39,Renovación Nacional,RN,Rechazo,,Instagram,
219,7,2020,19/08/2020,Diputado,Cristobal Urruticoechea Ríos,21/11/1975,45,Renovación Nacional,RN,Rechazo,09/01/2020,La Tercera,.
220,7,2020,,Diputado,Harry Jurgensen Rundshagen,03/09/1968,52,Renovación Nacional,RN,sin info,,,
221,7,2020,19/08/2020,Diputado,Andrés Longton Herrera,26/05/1982,38,Renovación Nacional,RN,Apruebo,14/03/2020,Bío Bío,
222,7,2020,26/08/2020,Diputado,Ximena Ossandón Irarrázaval,13/12/1963,57,Renovación Nacional,RN,Apruebo,,El Mostrador,
223,7,2020,26/08/2020,Diputado,Camilo Morán Bahamondes,17/04/1990,30,Renovación Nacional,RN,Apruebo,,Instagram,
224,7,2020,26/08/2020,Diputado,Tomás Fuentes Barros,10/03/1985,35,Renovación Nacional,RN,Rechazo,,Instagram,
225,7,2020,18/08/2020,Diputado,Natalia Castillo Muñoz,01/08/1982,38,Revolución Democrática,RD,Apruebo,,Twitter,
226,7,2020,18/08/2020,Diputado,Renato Garín González,30/05/1986,34,Revolución Democrática,RD,Apruebo,,Twitter,
227,7,2020,18/08/2020,Diputado,Catalina Pérez Salinas,18/12/1990,30,Revolución Democrática,RD,Apruebo,,Twitter,
228,7,2020,18/08/2020,Diputado,Pablo Vidal Rojas,24/06/1983,37,Revolución Democrática,RD,Apruebo,,Twitter,
229,7,2020,18/08/2020,Diputado,Gael Yeomans Araya,04/12/1988,32,Revolución Democrática,RD,Apruebo,,Twitter,
230,7,2020,19/08/2020,Diputado,Jorge Brito Hasbún,12/01/1990,30,Revolución Democrática,RD,Apruebo,,Instagram,
231,7,2020,19/08/2020,Diputado,Miguel Crispi Serrano,09/04/1985,35,Revolución Democrática,RD,Apruebo,,Instagram,
232,7,2020,18/08/2020,Diputado,Giorgio Jackson Drago,06/02/1987,33,Revolución Democrática,RD,Apruebo,,Instagram,
233,7,2020,19/08/2020,Diputado,Maite Orsini Pascal,23/02/1988,32,Revolución Democrática,RD,Apruebo,,Instagram,
234,7,2020,19/08/2020,Diputado,Sandra Amar Mancilla,24/11/1955,65,Unión Demócrata Independiente,UDI,Apruebo,06/02/2020,Pauta,
235,7,2020,,Diputado,Nino Baltolú Rasera,28/09/1953,67,Unión Demócrata Independiente,UDI,sin info,,,
236,7,2020,,Diputado,Ramón Barros Montero,05/03/1958,62,Unión Demócrata Independiente,UDI,sin info,,,
237,7,2020,26/08/2020,Diputado,Sergio Bobadilla Muñoz,25/03/1958,62,Unión Demócrata Independiente,UDI,Rechazo,,Twitter,
238,7,2020,,Diputado,Álvaro Carter Fernández,09/10/1980,40,Unión Demócrata Independiente,UDI,sin info,,,
239,7,2020,,Diputado,Juan Manuel Fuenzalida Cobo,01/07/1973,47,Unión Demócrata Independiente,UDI,sin info,,,
240,7,2020,,Diputado,Sergio Gahona Salazar,15/09/1965,55,Unión Demócrata Independiente,UDI,sin info,,,
241,7,2020,,Diputado,Javier Hernández Hernández,07/08/1954,66,Unión Demócrata Independiente,UDI,sin info,,,
242,7,2020,18/08/2020,Diputado,Maria José Hoffmann Opazo,28/12/1976,44,Unión Demócrata Independiente,UDI,Rechazo,,Instagram,
243,7,2020,,Diputado,Isaa Kort Garriga,09/05/1980,40,Unión Demócrata Independiente,UDI,sin info,,,
244,7,2020,19/08/2020,Diputado,Joaquín Lavín León,25/05/1979,41,Unión Demócrata Independiente,UDI,Apruebo,06/02/2020,Pauta,
245,7,2020,,Diputado,Javier Macaya Danús,11/11/1978,42,Unión Demócrata Independiente,UDI,sin info,,,
246,7,2020,,Diputado,Patricio Melero Abaroa,19/06/1956,64,Unión Demócrata Independiente,UDI,sin info,,,
247,7,2020,,Diputado,Celso Morales Muñoz,10/07/1957,63,Unión Demócrata Independiente,UDI,sin info,,,
248,7,2020,,Diputado,Nicolás Noman Garrido,07/05/1981,39,Unión Demócrata Independiente,UDI,sin info,,,
249,7,2020,,Diputado,Iván Norambuena Farías,04/09/1958,62,Unión Demócrata Independiente,UDI,sin info,,,
250,7,2020,18/08/2020,Diputado,Guillermo Ramírez Diez,16/04/1979,41,Unión Demócrata Independiente,UDI,Rechazo,,Instagram,
251,7,2020,,Diputado,Rolando Rentería Moller,19/08/1968,52,Unión Demócrata Independiente,UDI,sin info,,,
252,7,2020,,Diputado,Gustavo Sanhueza Dueñas,10/12/1966,54,Unión Demócrata Independiente,UDI,sin info,,,
253,7,2020,,Diputado,Renzo Trisotti Martínez,15/03/1976,44,Unión Demócrata Independiente,UDI,sin info,,,
254,7,2020,,Diputado,Virginia Troncoso Hellman,18/02/1951,69,Unión Demócrata Independiente,UDI,sin info,,,
255,7,2020,,Diputado,Osvaldo Urrutia Soto,28/11/1951,69,Unión Demócrata Independiente,UDI,sin info,,,
256,7,2020,,Diputado,Gastón Von Muhlenbrock Zamora,26/12/1954,66,Unión Demócrata Independiente,UDI,sin info,,,
257,7,2020,26/08/2020,Diputado,Jorge Alessandri Vergara,08/06/1979,41,Unión Demócrata Independiente,UDI,Rechazo,,Instagram,
258,7,2020,,Diputado,Pedro Alvarez-Salamanca Ramírez,18/02/1976,44,Unión Demócrata Independiente,UDI,sin info,,,
259,7,2020,18/08/2020,Diputado,Juan Antonio Coloma Álamos,14/03/1980,40,Unión Demócrata Independiente,UDI,Rechazo,,Instagram,
260,7,2020,,Diputado,Cristián Moreira Barros,05/09/1961,59,Unión Demócrata Independiente,UDI,sin info,,,
261,7,2020,26/08/2020,Diputado,Ignacio Urrutia Bonilla,16/09/1957,63,Unión Demócrata Independiente,UDI,Rechazo,,Twitter,
262,7,2020,,Diputado,Enrique Van Rysselberghe Herrera,17/09/1976,44,Unión Demócrata Independiente,UDI,sin info,,,
263,7,2020,,Diputado,Nora Cuevas Contreras,04/01/1959,61,Unión Demócrata Independiente,UDI,sin info,,,
